iter	RMSE
278	0.004818219864
279	0.004795897965
280	0.004793173447
281	0.004764978191
282	0.004747142771
283	0.004730050316
284	0.004715753968
285	0.004704494454
286	0.004683082421
287	0.004659627596
288	0.004652308157
289	0.004637127907
290	0.004612594211
291	0.00460498687
292	0.004590132982
293	0.004563829858
294	0.004540738323
295	0.004530875056
296	0.004523795166
297	0.004495016688
298	0.004484917457
299	0.004476756297
300	0.004470121048
301	0.004442057853
302	0.004428416984
303	0.004408205385
304	0.00440411833
305	0.004398933654
306	0.004373485493
307	0.004350742411
308	0.004335544518
309	0.004321484983
310	0.00431865415
311	0.004297824735
312	0.004286807111
313	0.00427898933
314	0.004260526508
315	0.004242791819
316	0.004224238272
317	0.004201610122
318	0.00418069967
319	0.004161295786
320	0.004156087036
321	0.004153354694
322	0.004130218554
323	0.004124348563
324	0.004103631789
325	0.004086977089
326	0.004080036549
327	0.004069304397
328	0.004054226928
329	0.004044963504
330	0.004032419033
331	0.004017549989
332	0.004013049318
333	0.00400084429
334	0.003992204907
335	0.003987468419
336	0.003981388669
337	0.003972078711
338	0.003961405457
339	0.003946748477
340	0.003930848897
341	0.003913924625
342	0.003896198972
343	0.003887852881
344	0.003879915293
345	0.003861779061
346	0.003846065379
347	0.00382974672
348	0.003811563513
349	0.00378783317
350	0.00377864564
351	0.003763872406
352	0.003752096216
353	0.003739574934
354	0.003726156641
355	0.003709911693
356	0.003691867403
357	0.003680953966
358	0.003663053661
359	0.003650239997
360	0.003640995031
361	0.003625778692
362	0.00361299509
363	0.003599458179
364	0.003586499927
365	0.003573042985
366	0.003563586864
367	0.003553857149
368	0.003538299254
369	0.0035260865
370	0.00350956744
371	0.003494284831
372	0.003475446939
373	0.003463794235
374	0.003454952569
375	0.003440709693
376	0.00343311688
377	0.003425230982
378	0.003415213353
379	0.00340478741
380	0.003399828162
381	0.003390608043
382	0.003372631611
383	0.003363914401
384	0.003353919146
385	0.003340964138
386	0.003329838441
387	0.003325963325
388	0.003309628516
389	0.003305689963
390	0.003291025394
391	0.003281920648
392	0.003270294879
393	0.003265044514
394	0.003260418431
395	0.003249015494
396	0.00323952199
397	0.003223086262
398	0.003213454429
399	0.003207008573
400	0.003190173887
401	0.003181812871
402	0.003166419304
403	0.003160303521
404	0.003147650118
405	0.00314216213
406	0.003129898076
407	0.003115135203
408	0.003101571892
409	0.003083670886
410	0.003075755816
411	0.003071620713
412	0.003059724417
413	0.003048237397
414	0.003039238719
415	0.003032860696
416	0.003026550192
417	0.003016548944
418	0.00300362171
419	0.002988459207
420	0.002976081457
421	0.00296455228
422	0.002959910395
423	0.002949116875
424	0.002939057491
425	0.002925040586
426	0.002920803583
427	0.002909235461
428	0.002898254138
429	0.002886932835
430	0.002875887564
431	0.002868854591
432	0.002859884058
433	0.002851124673
434	0.002837551534
435	0.002830708033
436	0.002822322923
437	0.002816313923
438	0.002809330981
439	0.002806178552
440	0.0028010602
441	0.002796707104
442	0.002787469868
443	0.002783791544
444	0.002775716329
445	0.002760968725
446	0.002749730309
447	0.002739073748
448	0.002723836552
449	0.002710282484
450	0.002707164447
451	0.002700880028
452	0.002698224994
453	0.002690920779
454	0.002685040893
455	0.002678886298
456	0.00267437668
457	0.002661483691
458	0.002647129523
459	0.002643026401
460	0.002630686628
461	0.002627148238
462	0.002617048193
463	0.002606276952
464	0.002596389184
465	0.002586897468
466	0.002584149871
467	0.002572125287
468	0.002567219893
469	0.002560207664
470	0.002557388156
471	0.002546307668
472	0.002542983869
473	0.002531146911
474	0.002522179852
475	0.002514002803
476	0.002504145341
477	0.00249946714
478	0.002489534653
479	0.002486186922
480	0.002478062185
481	0.002474526678
482	0.00246548601
483	0.002457251952
484	0.002448066662
485	0.002443795212
486	0.002441908136
487	0.002439661299
488	0.002434427803
489	0.002425979743
490	0.002415170146
491	0.002409473941
492	0.002400819336
493	0.002392025939
494	0.00238707871
495	0.002378092027
496	0.002369809475
497	0.002360140051
498	0.002355233001
499	0.002349949268
500	0.002346170879
501	0.002339504781
502	0.002326774966
503	0.002323140032
504	0.00232086679
505	0.002315635593
506	0.002309309598
507	0.002299846489
508	0.002293009371
509	0.002289808279
510	0.002281485207
511	0.002274545779
512	0.002266136264
513	0.002258003443
514	0.002255502802
515	0.002250960008
516	0.002246394209
517	0.002239176269
518	0.002229116052
519	0.00222374746
520	0.002222642667
521	0.002219268113
522	0.002214811667
523	0.002213181614
524	0.002204532623
525	0.002198188772
526	0.002190765169
527	0.002183886392
528	0.002180117444
529	0.002171533959
530	0.002162917595
531	0.002161551906
532	0.002155190579
533	0.002151826559
534	0.002147240025
535	0.002140852381
536	0.002133843428
537	0.00213161377
538	0.002125946571
539	0.00212285481
540	0.002118252051
541	0.002114036479
542	0.002108938241
543	0.002107025366
544	0.002100573376
545	0.002096628855
546	0.002089474949
547	0.002083113275
548	0.00207645506
549	0.002066523343
550	0.00205982248
551	0.002056077898
552	0.002055303243
553	0.002052060961
554	0.002044049927
555	0.002041061951
556	0.00203724134
557	0.002035325465
558	0.002026317387
559	0.002022354225
560	0.002020816195
561	0.002017166783
562	0.002012231691
563	0.002011426027
564	0.002009693282
565	0.002005428539
566	0.002001750384
567	0.001994416094
568	0.001984032768
569	0.001975195226
570	0.001972078803
571	0.001965004068
572	0.001955134271
573	0.001948861516
574	0.001941671216
575	0.001936561896
576	0.001927517637
577	0.001918098206
578	0.001914636108
579	0.001913735485
580	0.001912913948
581	0.001905746069
582	0.001900315122
583	0.001897931779
584	0.001893998858
585	0.001891628404
586	0.001884844342
587	0.001878673118
588	0.001874019423
589	0.001872857804
590	0.001871998952
591	0.0018705961
592	0.001865169078
593	0.001862864311
594	0.001861686211
595	0.001853294816
596	0.001852563695
597	0.001849545412
598	0.001848695083
599	0.001842088065
600	0.001834932241
601	0.00183033681
602	0.001826320027
603	0.001821553647
604	0.00182077361
605	0.001814570995
606	0.001806666315
607	0.001805995124
608	0.001801856238
609	0.001793574865
610	0.001784329927
611	0.001777845943
612	0.001776967294
613	0.001774699476
614	0.001768836807
615	0.00176660014
616	0.001758774828
617	0.001757707101
618	0.001755470629
619	0.001749623497
620	0.001742203539
621	0.001740519805
622	0.001738459449
623	0.001736410246
624	0.001735005814
625	0.001734159672
626	0.001732257372
627	0.001730331297
628	0.001725025741
629	0.001724203372
630	0.001723413432
631	0.001720598711
632	0.00171977413
633	0.001713929767
634	0.001710048855
635	0.001702384336
636	0.00169864306
637	0.001689696983
638	0.001688365964
639	0.001683836528
640	0.001678746193
641	0.001677271346
642	0.001676695657
643	0.001670160963
644	0.001663968942
645	0.001657981994
646	0.001653938628
647	0.00164800345
648	0.001640579874
649	0.001632468682
650	0.001630576183
651	0.001630051709
652	0.001622047479
653	0.001616618974
654	0.001615087204
655	0.001609615808
656	0.001603976
657	0.00159736068
658	0.001594963182
659	0.001587836336
660	0.001586750382
661	0.001582304467
662	0.001575359974
663	0.001574191881
664	0.001568746182
665	0.001566441297
666	0.001562447061
667	0.001558337882
668	0.001556347337
669	0.001551245579
670	0.001545265725
671	0.001541149756
672	0.001536866612
673	0.001532386289
674	0.001527791687
675	0.001527072524
676	0.001525435367
677	0.001522878726
678	0.001515803737
679	0.001507486677
680	0.001502117804
681	0.001498119968
682	0.001490169805
683	0.001489025589
684	0.001486587214
685	0.001480816446
686	0.001478608295
687	0.001473639002
688	0.001473002505
689	0.001466008984
690	0.001462203003
691	0.001456464886
692	0.001450954951
693	0.001446407736
694	0.001439734685
695	0.001435378674
696	0.001431650713
697	0.00142695418
698	0.001421937952
699	0.00141727329
700	0.001415464928
701	0.001413620932
702	0.001411017712
703	0.001405385431
704	0.001403215893
705	0.001400646667
706	0.001394265631
707	0.001387653253
708	0.001383680558
709	0.001378083758
710	0.001372587128
711	0.001369079715
712	0.001363693364
713	0.001358325654
714	0.00135485221
715	0.001348420622
716	0.001342289007
717	0.001339294135
718	0.001334968042
719	0.001333277242
720	0.001329489312
721	0.001324845906
722	0.001322581226
723	0.001318221537
724	0.001313073841
